feedback_id,employee_id,department,feedback_date,feedback_text,rating,sentiment
FB29501,EMP29501,Operations,2025-05-05,"It's a standard job, nothing special to report.",3,Neutral
FB29502,EMP29502,Marketing,2025-01-27,"I really enjoy working here, the team is great.",5,Positive
FB29503,EMP29503,Finance,2024-01-30,The workload is too heavy and I feel burned out.,2,Negative
FB29504,EMP29504,Engineering,2024-03-17,The workload is too heavy and I feel burned out.,1,Negative
FB29505,EMP29505,HR,2024-11-22,I feel very appreciated by my manager.,5,Positive
FB29506,EMP29506,Sales,2025-11-25,Great work-life balance and excellent benefits.,4,Positive
FB29507,EMP29507,Engineering,2024-02-10,I love the culture and the projects I am working on.,5,Positive
FB29508,EMP29508,Customer Support,2024-01-24,The compensation is below market average.,2,Negative
FB29509,EMP29509,HR,2024-11-09,Management doesn't listen to our concerns.,1,Negative
FB29510,EMP29510,Finance,2025-11-01,I don't feel valued for the work I do.,1,Negative
FB29511,EMP29511,Finance,2024-08-12,Communication from leadership is very poor.,1,Negative
FB29512,EMP29512,Sales,2025-06-20,Communication from leadership is very poor.,1,Negative
FB29513,EMP29513,IT,2025-01-06,"Management is alright, some good days and bad days.",3,Neutral
FB29514,EMP29514,Engineering,2025-12-27,The compensation is below market average.,2,Negative
FB29515,EMP29515,Marketing,2024-07-04,I feel very appreciated by my manager.,5,Positive
FB29516,EMP29516,Finance,2025-06-15,Lack of career progression and training.,1,Negative
FB29517,EMP29517,Marketing,2025-03-05,The new training program was very helpful.,5,Positive
FB29518,EMP29518,Sales,2025-08-22,"I really enjoy working here, the team is great.",5,Positive
FB29519,EMP29519,Marketing,2024-03-30,"Steady work, but not very exciting.",3,Neutral
FB29520,EMP29520,Finance,2024-09-28,Management doesn't listen to our concerns.,2,Negative
FB29521,EMP29521,Finance,2024-04-23,Amazing opportunities for growth and learning.,5,Positive
FB29522,EMP29522,Sales,2024-08-01,Communication from leadership is very poor.,2,Negative
FB29523,EMP29523,Marketing,2024-05-18,The compensation is below market average.,2,Negative
FB29524,EMP29524,Customer Support,2025-12-06,"I really enjoy working here, the team is great.",4,Positive
FB29525,EMP29525,Finance,2025-11-27,I don't feel valued for the work I do.,1,Negative
FB29526,EMP29526,Sales,2025-05-10,The new training program was very helpful.,4,Positive
FB29527,EMP29527,Marketing,2024-01-26,I love the culture and the projects I am working on.,4,Positive
FB29528,EMP29528,Sales,2024-11-07,The workload is too heavy and I feel burned out.,2,Negative
FB29529,EMP29529,Operations,2024-09-08,"Just doing my daily tasks, things are normal.",3,Neutral
FB29530,EMP29530,Finance,2025-09-04,"Management is alright, some good days and bad days.",3,Neutral
FB29531,EMP29531,Marketing,2024-04-16,The workload is too heavy and I feel burned out.,2,Negative
FB29532,EMP29532,IT,2025-03-24,Management doesn't listen to our concerns.,1,Negative
FB29533,EMP29533,Marketing,2025-08-21,"The benefits are fine, but could be better.",3,Neutral
FB29534,EMP29534,IT,2025-07-21,The tools we use are outdated and slow.,1,Negative
FB29535,EMP29535,IT,2024-07-11,"Just doing my daily tasks, things are normal.",3,Neutral
FB29536,EMP29536,Operations,2024-02-09,I feel very appreciated by my manager.,4,Positive
FB29537,EMP29537,IT,2024-07-11,Management doesn't listen to our concerns.,2,Negative
FB29538,EMP29538,HR,2024-05-12,Collaborative environment and friendly colleagues.,5,Positive
FB29539,EMP29539,Marketing,2024-07-31,I don't feel valued for the work I do.,2,Negative
FB29540,EMP29540,Operations,2024-04-15,Amazing opportunities for growth and learning.,4,Positive
FB29541,EMP29541,Engineering,2024-05-05,"Just doing my daily tasks, things are normal.",3,Neutral
FB29542,EMP29542,Finance,2024-02-19,Collaborative environment and friendly colleagues.,5,Positive
FB29543,EMP29543,Engineering,2025-10-01,The workload is too heavy and I feel burned out.,2,Negative
FB29544,EMP29544,Sales,2024-07-29,The workload is too heavy and I feel burned out.,2,Negative
FB29545,EMP29545,IT,2025-06-05,Average workplace experience overall.,3,Neutral
FB29546,EMP29546,Customer Support,2025-04-27,The new training program was very helpful.,5,Positive
FB29547,EMP29547,Marketing,2025-06-30,Great work-life balance and excellent benefits.,4,Positive
FB29548,EMP29548,Finance,2025-07-24,"I really enjoy working here, the team is great.",4,Positive
FB29549,EMP29549,HR,2024-04-01,"Just doing my daily tasks, things are normal.",3,Neutral
FB29550,EMP29550,IT,2024-07-04,The new training program was very helpful.,4,Positive
FB29551,EMP29551,Operations,2025-12-23,"It's a standard job, nothing special to report.",3,Neutral
FB29552,EMP29552,Customer Support,2025-08-08,"The benefits are fine, but could be better.",3,Neutral
FB29553,EMP29553,IT,2025-01-06,"Just doing my daily tasks, things are normal.",3,Neutral
FB29554,EMP29554,Operations,2025-02-02,"Poor work-life balance, too much overtime required.",1,Negative
FB29555,EMP29555,Customer Support,2024-11-18,"I really enjoy working here, the team is great.",4,Positive
FB29556,EMP29556,Marketing,2025-12-05,"It's a standard job, nothing special to report.",3,Neutral
FB29557,EMP29557,Marketing,2025-02-03,Great work-life balance and excellent benefits.,5,Positive
FB29558,EMP29558,HR,2024-07-26,The compensation is below market average.,2,Negative
FB29559,EMP29559,IT,2025-01-08,Management doesn't listen to our concerns.,2,Negative
FB29560,EMP29560,Marketing,2025-08-19,Great work-life balance and excellent benefits.,4,Positive
FB29561,EMP29561,HR,2025-05-14,Management doesn't listen to our concerns.,1,Negative
FB29562,EMP29562,HR,2024-06-04,The management is very supportive and I feel valued.,5,Positive
FB29563,EMP29563,Marketing,2025-08-16,"It's a standard job, nothing special to report.",3,Neutral
FB29564,EMP29564,Operations,2024-08-05,"It's a standard job, nothing special to report.",3,Neutral
FB29565,EMP29565,Sales,2025-12-01,The workload is too heavy and I feel burned out.,1,Negative
FB29566,EMP29566,Finance,2024-03-13,The office environment is adequate.,3,Neutral
FB29567,EMP29567,Customer Support,2024-07-06,"The work is okay, typical corporate environment.",3,Neutral
FB29568,EMP29568,Finance,2025-11-04,The tools we use are outdated and slow.,2,Negative
FB29569,EMP29569,IT,2024-07-13,The new training program was very helpful.,4,Positive
FB29570,EMP29570,Sales,2025-03-08,The new training program was very helpful.,5,Positive
FB29571,EMP29571,Marketing,2025-06-03,Management doesn't listen to our concerns.,2,Negative
FB29572,EMP29572,Finance,2025-08-28,"I really enjoy working here, the team is great.",4,Positive
FB29573,EMP29573,HR,2024-07-06,Management doesn't listen to our concerns.,2,Negative
FB29574,EMP29574,Customer Support,2025-09-29,The new training program was very helpful.,4,Positive
FB29575,EMP29575,HR,2025-05-09,I feel very appreciated by my manager.,4,Positive
FB29576,EMP29576,Marketing,2025-10-26,I feel very appreciated by my manager.,4,Positive
FB29577,EMP29577,Engineering,2024-12-08,The management is very supportive and I feel valued.,5,Positive
FB29578,EMP29578,Sales,2025-03-17,Lack of career progression and training.,2,Negative
FB29579,EMP29579,Finance,2025-08-21,I don't feel valued for the work I do.,1,Negative
FB29580,EMP29580,HR,2025-06-13,I don't feel valued for the work I do.,2,Negative
FB29581,EMP29581,Customer Support,2025-07-13,The new training program was very helpful.,4,Positive
FB29582,EMP29582,Operations,2025-02-12,Great work-life balance and excellent benefits.,5,Positive
FB29583,EMP29583,Engineering,2024-10-18,Lack of career progression and training.,2,Negative
FB29584,EMP29584,Finance,2025-05-13,I feel very appreciated by my manager.,4,Positive
FB29585,EMP29585,Finance,2024-03-15,"It's a standard job, nothing special to report.",3,Neutral
FB29586,EMP29586,Marketing,2025-10-13,"Steady work, but not very exciting.",3,Neutral
FB29587,EMP29587,Operations,2024-10-15,"I really enjoy working here, the team is great.",4,Positive
FB29588,EMP29588,Sales,2025-10-23,I don't feel valued for the work I do.,2,Negative
FB29589,EMP29589,IT,2025-09-03,Lack of career progression and training.,1,Negative
FB29590,EMP29590,Customer Support,2024-09-17,The tools we use are outdated and slow.,2,Negative
FB29591,EMP29591,Engineering,2025-09-11,Collaborative environment and friendly colleagues.,4,Positive
FB29592,EMP29592,Marketing,2025-03-24,"It's a standard job, nothing special to report.",3,Neutral
FB29593,EMP29593,Sales,2024-10-13,Communication from leadership is very poor.,1,Negative
FB29594,EMP29594,Finance,2025-02-04,The new training program was very helpful.,4,Positive
FB29595,EMP29595,IT,2025-08-05,"Steady work, but not very exciting.",3,Neutral
FB29596,EMP29596,Marketing,2024-06-17,I love the culture and the projects I am working on.,5,Positive
FB29597,EMP29597,Engineering,2024-09-12,Amazing opportunities for growth and learning.,4,Positive
FB29598,EMP29598,Sales,2025-04-13,I feel very appreciated by my manager.,5,Positive
FB29599,EMP29599,IT,2025-02-10,Communication from leadership is very poor.,1,Negative
FB29600,EMP29600,Marketing,2024-01-25,The workload is too heavy and I feel burned out.,2,Negative
FB29601,EMP29601,Customer Support,2024-04-03,Amazing opportunities for growth and learning.,5,Positive
FB29602,EMP29602,Marketing,2025-05-24,The tools we use are outdated and slow.,2,Negative
FB29603,EMP29603,Sales,2025-09-20,The new training program was very helpful.,4,Positive
FB29604,EMP29604,Sales,2024-11-09,I feel very appreciated by my manager.,4,Positive
FB29605,EMP29605,IT,2024-09-06,Great work-life balance and excellent benefits.,5,Positive
FB29606,EMP29606,Engineering,2024-09-26,The compensation is below market average.,1,Negative
FB29607,EMP29607,IT,2024-08-18,The new training program was very helpful.,4,Positive
FB29608,EMP29608,HR,2024-08-03,Communication from leadership is very poor.,1,Negative
FB29609,EMP29609,Customer Support,2025-05-21,The management is very supportive and I feel valued.,4,Positive
FB29610,EMP29610,Operations,2025-07-04,Average workplace experience overall.,3,Neutral
FB29611,EMP29611,Operations,2024-01-16,Lack of career progression and training.,1,Negative
FB29612,EMP29612,Operations,2024-10-01,The tools we use are outdated and slow.,1,Negative
FB29613,EMP29613,Finance,2025-07-01,I feel very appreciated by my manager.,5,Positive
FB29614,EMP29614,IT,2025-08-19,"The benefits are fine, but could be better.",3,Neutral
FB29615,EMP29615,Operations,2024-01-02,The workload is too heavy and I feel burned out.,2,Negative
FB29616,EMP29616,Sales,2025-04-03,The tools we use are outdated and slow.,2,Negative
FB29617,EMP29617,Sales,2025-12-03,"The work is okay, typical corporate environment.",3,Neutral
FB29618,EMP29618,IT,2024-05-27,The new training program was very helpful.,4,Positive
FB29619,EMP29619,HR,2025-09-01,"Poor work-life balance, too much overtime required.",1,Negative
FB29620,EMP29620,Finance,2024-08-02,Average workplace experience overall.,3,Neutral
FB29621,EMP29621,IT,2024-04-20,Lack of career progression and training.,2,Negative
FB29622,EMP29622,Sales,2024-05-30,The office environment is adequate.,3,Neutral
FB29623,EMP29623,IT,2024-06-05,I feel very appreciated by my manager.,4,Positive
FB29624,EMP29624,Engineering,2025-05-28,Great work-life balance and excellent benefits.,5,Positive
FB29625,EMP29625,Sales,2025-01-27,"Steady work, but not very exciting.",3,Neutral
FB29626,EMP29626,Customer Support,2025-07-25,"I really enjoy working here, the team is great.",4,Positive
FB29627,EMP29627,Marketing,2024-08-05,I don't feel valued for the work I do.,2,Negative
FB29628,EMP29628,Finance,2024-11-18,The management is very supportive and I feel valued.,5,Positive
FB29629,EMP29629,Engineering,2024-04-02,The tools we use are outdated and slow.,1,Negative
FB29630,EMP29630,Customer Support,2024-05-24,"Just doing my daily tasks, things are normal.",3,Neutral
FB29631,EMP29631,Marketing,2024-01-06,The management is very supportive and I feel valued.,4,Positive
FB29632,EMP29632,IT,2025-10-22,"Poor work-life balance, too much overtime required.",1,Negative
FB29633,EMP29633,Operations,2024-09-17,Average workplace experience overall.,3,Neutral
FB29634,EMP29634,Engineering,2025-11-25,Amazing opportunities for growth and learning.,4,Positive
FB29635,EMP29635,Marketing,2024-06-11,"The benefits are fine, but could be better.",3,Neutral
FB29636,EMP29636,IT,2025-01-13,I love the culture and the projects I am working on.,5,Positive
FB29637,EMP29637,Operations,2025-03-07,The new training program was very helpful.,4,Positive
FB29638,EMP29638,Marketing,2024-09-06,"The work is okay, typical corporate environment.",3,Neutral
FB29639,EMP29639,HR,2024-11-05,"Just doing my daily tasks, things are normal.",3,Neutral
FB29640,EMP29640,Finance,2024-11-05,"It's a standard job, nothing special to report.",3,Neutral
FB29641,EMP29641,Sales,2024-07-15,"I really enjoy working here, the team is great.",5,Positive
FB29642,EMP29642,IT,2024-03-06,Collaborative environment and friendly colleagues.,4,Positive
FB29643,EMP29643,Marketing,2024-07-07,Communication from leadership is very poor.,2,Negative
FB29644,EMP29644,Marketing,2024-05-02,Great work-life balance and excellent benefits.,4,Positive
FB29645,EMP29645,Finance,2025-12-21,"The work is okay, typical corporate environment.",3,Neutral
FB29646,EMP29646,Customer Support,2025-03-09,I feel very appreciated by my manager.,5,Positive
FB29647,EMP29647,Operations,2025-12-22,"Poor work-life balance, too much overtime required.",1,Negative
FB29648,EMP29648,Finance,2025-08-22,I don't feel valued for the work I do.,2,Negative
FB29649,EMP29649,Operations,2024-01-28,Amazing opportunities for growth and learning.,5,Positive
FB29650,EMP29650,Engineering,2025-08-23,"The work is okay, typical corporate environment.",3,Neutral
FB29651,EMP29651,Customer Support,2024-03-02,Great work-life balance and excellent benefits.,5,Positive
FB29652,EMP29652,Engineering,2025-04-17,I feel very appreciated by my manager.,4,Positive
FB29653,EMP29653,Customer Support,2025-08-21,Collaborative environment and friendly colleagues.,4,Positive
FB29654,EMP29654,Operations,2024-07-20,Management doesn't listen to our concerns.,2,Negative
FB29655,EMP29655,Customer Support,2025-08-17,The workload is too heavy and I feel burned out.,2,Negative
FB29656,EMP29656,IT,2025-11-14,Great work-life balance and excellent benefits.,5,Positive
FB29657,EMP29657,Customer Support,2025-02-03,I love the culture and the projects I am working on.,4,Positive
FB29658,EMP29658,Customer Support,2025-07-30,The new training program was very helpful.,5,Positive
FB29659,EMP29659,Marketing,2025-10-25,Average workplace experience overall.,3,Neutral
FB29660,EMP29660,Marketing,2024-01-31,Average workplace experience overall.,3,Neutral
FB29661,EMP29661,Customer Support,2025-02-08,Average workplace experience overall.,3,Neutral
FB29662,EMP29662,Operations,2025-12-10,Lack of career progression and training.,2,Negative
FB29663,EMP29663,Engineering,2025-10-10,"The work is okay, typical corporate environment.",3,Neutral
FB29664,EMP29664,Customer Support,2025-07-11,The new training program was very helpful.,4,Positive
FB29665,EMP29665,IT,2025-11-09,"The benefits are fine, but could be better.",3,Neutral
FB29666,EMP29666,Finance,2024-06-06,I feel very appreciated by my manager.,4,Positive
FB29667,EMP29667,Customer Support,2025-07-15,"The benefits are fine, but could be better.",3,Neutral
FB29668,EMP29668,HR,2025-04-15,Average workplace experience overall.,3,Neutral
FB29669,EMP29669,HR,2024-01-21,Great work-life balance and excellent benefits.,5,Positive
FB29670,EMP29670,Operations,2024-01-18,"The work is okay, typical corporate environment.",3,Neutral
FB29671,EMP29671,Engineering,2025-12-11,The tools we use are outdated and slow.,2,Negative
FB29672,EMP29672,Finance,2025-05-07,Collaborative environment and friendly colleagues.,5,Positive
FB29673,EMP29673,Sales,2025-02-06,"The benefits are fine, but could be better.",3,Neutral
FB29674,EMP29674,Sales,2024-06-26,I feel very appreciated by my manager.,5,Positive
FB29675,EMP29675,Engineering,2024-12-06,"Poor work-life balance, too much overtime required.",1,Negative
FB29676,EMP29676,Marketing,2025-08-13,Lack of career progression and training.,1,Negative
FB29677,EMP29677,Customer Support,2025-09-17,Collaborative environment and friendly colleagues.,5,Positive
FB29678,EMP29678,Marketing,2025-02-21,"The work is okay, typical corporate environment.",3,Neutral
FB29679,EMP29679,Engineering,2024-07-02,Amazing opportunities for growth and learning.,4,Positive
FB29680,EMP29680,Engineering,2024-04-20,Collaborative environment and friendly colleagues.,4,Positive
FB29681,EMP29681,Finance,2024-10-13,Communication from leadership is very poor.,2,Negative
FB29682,EMP29682,HR,2025-09-06,Collaborative environment and friendly colleagues.,4,Positive
FB29683,EMP29683,HR,2024-07-03,"Management is alright, some good days and bad days.",3,Neutral
FB29684,EMP29684,Engineering,2025-01-29,The management is very supportive and I feel valued.,5,Positive
FB29685,EMP29685,HR,2024-03-22,Amazing opportunities for growth and learning.,4,Positive
FB29686,EMP29686,Customer Support,2025-12-10,The office environment is adequate.,3,Neutral
FB29687,EMP29687,Operations,2024-10-17,I don't feel valued for the work I do.,1,Negative
FB29688,EMP29688,IT,2024-06-16,Average workplace experience overall.,3,Neutral
FB29689,EMP29689,Marketing,2024-12-31,"Steady work, but not very exciting.",3,Neutral
FB29690,EMP29690,Marketing,2024-03-06,"The benefits are fine, but could be better.",3,Neutral
FB29691,EMP29691,Customer Support,2025-09-09,I feel very appreciated by my manager.,5,Positive
FB29692,EMP29692,Marketing,2024-10-22,Collaborative environment and friendly colleagues.,4,Positive
FB29693,EMP29693,Customer Support,2025-10-27,Great work-life balance and excellent benefits.,5,Positive
FB29694,EMP29694,IT,2025-06-07,I don't feel valued for the work I do.,2,Negative
FB29695,EMP29695,IT,2025-02-25,The new training program was very helpful.,5,Positive
FB29696,EMP29696,IT,2025-12-05,The office environment is adequate.,3,Neutral
FB29697,EMP29697,Customer Support,2025-05-20,Management doesn't listen to our concerns.,2,Negative
FB29698,EMP29698,Operations,2024-12-12,"Steady work, but not very exciting.",3,Neutral
FB29699,EMP29699,IT,2025-01-26,The new training program was very helpful.,4,Positive
FB29700,EMP29700,Sales,2025-11-25,The management is very supportive and I feel valued.,5,Positive
FB29701,EMP29701,Marketing,2025-07-06,I love the culture and the projects I am working on.,4,Positive
FB29702,EMP29702,Marketing,2024-08-06,The new training program was very helpful.,4,Positive
FB29703,EMP29703,IT,2025-02-10,Great work-life balance and excellent benefits.,4,Positive
FB29704,EMP29704,IT,2024-07-29,"Just doing my daily tasks, things are normal.",3,Neutral
FB29705,EMP29705,Engineering,2024-07-26,Management doesn't listen to our concerns.,2,Negative
FB29706,EMP29706,Engineering,2024-09-12,The compensation is below market average.,1,Negative
FB29707,EMP29707,HR,2024-03-28,The office environment is adequate.,3,Neutral
FB29708,EMP29708,Customer Support,2025-09-01,The tools we use are outdated and slow.,2,Negative
FB29709,EMP29709,Marketing,2025-12-16,Lack of career progression and training.,1,Negative
FB29710,EMP29710,Finance,2025-12-01,The compensation is below market average.,1,Negative
FB29711,EMP29711,Marketing,2024-09-12,"Steady work, but not very exciting.",3,Neutral
FB29712,EMP29712,Finance,2024-07-25,Collaborative environment and friendly colleagues.,4,Positive
FB29713,EMP29713,Sales,2024-09-02,"It's a standard job, nothing special to report.",3,Neutral
FB29714,EMP29714,Finance,2025-07-08,I don't feel valued for the work I do.,2,Negative
FB29715,EMP29715,Operations,2024-06-27,"Poor work-life balance, too much overtime required.",2,Negative
FB29716,EMP29716,Operations,2025-11-14,The management is very supportive and I feel valued.,5,Positive
FB29717,EMP29717,Finance,2024-11-02,Average workplace experience overall.,3,Neutral
FB29718,EMP29718,Engineering,2025-01-24,The new training program was very helpful.,5,Positive
FB29719,EMP29719,IT,2025-01-29,"Steady work, but not very exciting.",3,Neutral
FB29720,EMP29720,Marketing,2024-01-29,Collaborative environment and friendly colleagues.,4,Positive
FB29721,EMP29721,HR,2025-09-15,Collaborative environment and friendly colleagues.,5,Positive
FB29722,EMP29722,Engineering,2024-07-15,"Poor work-life balance, too much overtime required.",2,Negative
FB29723,EMP29723,Sales,2025-05-12,"The work is okay, typical corporate environment.",3,Neutral
FB29724,EMP29724,IT,2024-09-06,I don't feel valued for the work I do.,2,Negative
FB29725,EMP29725,Sales,2024-05-17,I feel very appreciated by my manager.,4,Positive
FB29726,EMP29726,Engineering,2025-07-19,"Just doing my daily tasks, things are normal.",3,Neutral
FB29727,EMP29727,Customer Support,2024-06-15,"Just doing my daily tasks, things are normal.",3,Neutral
FB29728,EMP29728,Engineering,2024-03-01,"Management is alright, some good days and bad days.",3,Neutral
FB29729,EMP29729,HR,2025-11-07,Collaborative environment and friendly colleagues.,5,Positive
FB29730,EMP29730,HR,2024-04-27,The new training program was very helpful.,4,Positive
FB29731,EMP29731,Finance,2024-11-21,The workload is too heavy and I feel burned out.,2,Negative
FB29732,EMP29732,Engineering,2024-12-24,Lack of career progression and training.,1,Negative
FB29733,EMP29733,Marketing,2025-12-07,The new training program was very helpful.,4,Positive
FB29734,EMP29734,IT,2024-02-20,"I really enjoy working here, the team is great.",5,Positive
FB29735,EMP29735,Operations,2025-03-23,The workload is too heavy and I feel burned out.,1,Negative
FB29736,EMP29736,Marketing,2025-05-25,"The work is okay, typical corporate environment.",3,Neutral
FB29737,EMP29737,Operations,2024-12-28,I don't feel valued for the work I do.,2,Negative
FB29738,EMP29738,Sales,2025-10-27,I love the culture and the projects I am working on.,5,Positive
FB29739,EMP29739,HR,2024-06-20,I love the culture and the projects I am working on.,5,Positive
FB29740,EMP29740,Customer Support,2024-01-20,"Steady work, but not very exciting.",3,Neutral
FB29741,EMP29741,Finance,2024-05-02,Management doesn't listen to our concerns.,2,Negative
FB29742,EMP29742,Engineering,2025-06-23,The tools we use are outdated and slow.,2,Negative
FB29743,EMP29743,Engineering,2025-03-02,I don't feel valued for the work I do.,1,Negative
FB29744,EMP29744,Sales,2024-02-09,"Management is alright, some good days and bad days.",3,Neutral
FB29745,EMP29745,Customer Support,2024-09-01,"I really enjoy working here, the team is great.",5,Positive
FB29746,EMP29746,Engineering,2025-11-02,The tools we use are outdated and slow.,1,Negative
FB29747,EMP29747,Marketing,2024-05-27,Amazing opportunities for growth and learning.,4,Positive
FB29748,EMP29748,Engineering,2024-04-26,"Just doing my daily tasks, things are normal.",3,Neutral
FB29749,EMP29749,Customer Support,2024-11-08,Collaborative environment and friendly colleagues.,4,Positive
FB29750,EMP29750,Sales,2024-11-11,Collaborative environment and friendly colleagues.,5,Positive
FB29751,EMP29751,Customer Support,2025-02-15,"The work is okay, typical corporate environment.",3,Neutral
FB29752,EMP29752,Finance,2024-11-22,I love the culture and the projects I am working on.,4,Positive
FB29753,EMP29753,IT,2024-09-19,"The work is okay, typical corporate environment.",3,Neutral
FB29754,EMP29754,Operations,2024-10-16,"It's a standard job, nothing special to report.",3,Neutral
FB29755,EMP29755,Marketing,2025-09-12,Amazing opportunities for growth and learning.,4,Positive
FB29756,EMP29756,Engineering,2025-09-07,The management is very supportive and I feel valued.,4,Positive
FB29757,EMP29757,Marketing,2025-06-27,I feel very appreciated by my manager.,4,Positive
FB29758,EMP29758,Operations,2025-12-27,I feel very appreciated by my manager.,4,Positive
FB29759,EMP29759,Sales,2025-02-06,The tools we use are outdated and slow.,1,Negative
FB29760,EMP29760,Operations,2025-08-30,Management doesn't listen to our concerns.,2,Negative
FB29761,EMP29761,HR,2024-02-04,Average workplace experience overall.,3,Neutral
FB29762,EMP29762,IT,2025-12-07,The tools we use are outdated and slow.,2,Negative
FB29763,EMP29763,Engineering,2025-02-04,"Steady work, but not very exciting.",3,Neutral
FB29764,EMP29764,IT,2024-12-15,Collaborative environment and friendly colleagues.,4,Positive
FB29765,EMP29765,Sales,2024-06-19,The new training program was very helpful.,5,Positive
FB29766,EMP29766,Operations,2024-06-20,Lack of career progression and training.,1,Negative
FB29767,EMP29767,Sales,2025-04-29,The workload is too heavy and I feel burned out.,2,Negative
FB29768,EMP29768,HR,2024-06-13,The workload is too heavy and I feel burned out.,1,Negative
FB29769,EMP29769,IT,2024-02-28,"I really enjoy working here, the team is great.",4,Positive
FB29770,EMP29770,Marketing,2024-11-06,The workload is too heavy and I feel burned out.,1,Negative
FB29771,EMP29771,Customer Support,2024-09-09,"Poor work-life balance, too much overtime required.",2,Negative
FB29772,EMP29772,Operations,2025-06-21,"The work is okay, typical corporate environment.",3,Neutral
FB29773,EMP29773,IT,2025-11-12,"Steady work, but not very exciting.",3,Neutral
FB29774,EMP29774,IT,2024-03-19,"The benefits are fine, but could be better.",3,Neutral
FB29775,EMP29775,Customer Support,2024-10-26,"The work is okay, typical corporate environment.",3,Neutral
FB29776,EMP29776,Marketing,2024-04-01,"It's a standard job, nothing special to report.",3,Neutral
FB29777,EMP29777,Marketing,2024-06-03,Management doesn't listen to our concerns.,1,Negative
FB29778,EMP29778,Finance,2024-03-08,I feel very appreciated by my manager.,5,Positive
FB29779,EMP29779,Sales,2024-10-11,"I really enjoy working here, the team is great.",4,Positive
FB29780,EMP29780,Marketing,2025-01-07,"I really enjoy working here, the team is great.",5,Positive
FB29781,EMP29781,Operations,2024-12-08,"The benefits are fine, but could be better.",3,Neutral
FB29782,EMP29782,IT,2025-03-06,The compensation is below market average.,1,Negative
FB29783,EMP29783,IT,2025-03-02,"Steady work, but not very exciting.",3,Neutral
FB29784,EMP29784,IT,2024-10-24,The tools we use are outdated and slow.,1,Negative
FB29785,EMP29785,HR,2024-10-10,Amazing opportunities for growth and learning.,5,Positive
FB29786,EMP29786,HR,2025-01-06,"Steady work, but not very exciting.",3,Neutral
FB29787,EMP29787,Customer Support,2025-05-02,"Management is alright, some good days and bad days.",3,Neutral
FB29788,EMP29788,Marketing,2025-11-17,The office environment is adequate.,3,Neutral
FB29789,EMP29789,Engineering,2025-04-14,The workload is too heavy and I feel burned out.,2,Negative
FB29790,EMP29790,Operations,2024-06-02,The workload is too heavy and I feel burned out.,2,Negative
FB29791,EMP29791,IT,2024-02-19,Amazing opportunities for growth and learning.,4,Positive
FB29792,EMP29792,Sales,2024-01-04,The office environment is adequate.,3,Neutral
FB29793,EMP29793,Customer Support,2025-07-22,Great work-life balance and excellent benefits.,4,Positive
FB29794,EMP29794,Engineering,2024-01-23,"The work is okay, typical corporate environment.",3,Neutral
FB29795,EMP29795,Sales,2025-01-17,"Poor work-life balance, too much overtime required.",1,Negative
FB29796,EMP29796,Customer Support,2024-01-19,I love the culture and the projects I am working on.,5,Positive
FB29797,EMP29797,Finance,2025-11-11,Great work-life balance and excellent benefits.,4,Positive
FB29798,EMP29798,Finance,2025-06-11,Average workplace experience overall.,3,Neutral
FB29799,EMP29799,Marketing,2024-02-15,I feel very appreciated by my manager.,5,Positive
FB29800,EMP29800,HR,2024-09-23,I love the culture and the projects I am working on.,5,Positive
FB29801,EMP29801,IT,2024-12-30,The compensation is below market average.,1,Negative
FB29802,EMP29802,Marketing,2025-07-02,The new training program was very helpful.,5,Positive
FB29803,EMP29803,IT,2025-10-01,Management doesn't listen to our concerns.,1,Negative
FB29804,EMP29804,Customer Support,2025-01-02,Collaborative environment and friendly colleagues.,4,Positive
FB29805,EMP29805,Operations,2024-10-10,The management is very supportive and I feel valued.,5,Positive
FB29806,EMP29806,Sales,2024-06-05,Collaborative environment and friendly colleagues.,5,Positive
FB29807,EMP29807,Sales,2025-05-28,Lack of career progression and training.,2,Negative
FB29808,EMP29808,Engineering,2024-12-09,Management doesn't listen to our concerns.,2,Negative
FB29809,EMP29809,Operations,2024-07-05,I feel very appreciated by my manager.,4,Positive
FB29810,EMP29810,Finance,2024-08-06,The management is very supportive and I feel valued.,5,Positive
FB29811,EMP29811,HR,2024-04-04,The new training program was very helpful.,5,Positive
FB29812,EMP29812,Finance,2024-11-29,"Management is alright, some good days and bad days.",3,Neutral
FB29813,EMP29813,HR,2025-07-05,Collaborative environment and friendly colleagues.,4,Positive
FB29814,EMP29814,HR,2025-08-28,"Steady work, but not very exciting.",3,Neutral
FB29815,EMP29815,IT,2025-09-14,"Just doing my daily tasks, things are normal.",3,Neutral
FB29816,EMP29816,Operations,2025-06-17,I feel very appreciated by my manager.,4,Positive
FB29817,EMP29817,Operations,2024-07-17,Average workplace experience overall.,3,Neutral
FB29818,EMP29818,IT,2025-11-20,The new training program was very helpful.,5,Positive
FB29819,EMP29819,Engineering,2024-05-15,Great work-life balance and excellent benefits.,5,Positive
FB29820,EMP29820,HR,2024-05-27,The management is very supportive and I feel valued.,5,Positive
FB29821,EMP29821,Marketing,2024-11-03,The management is very supportive and I feel valued.,5,Positive
FB29822,EMP29822,Engineering,2024-06-16,The office environment is adequate.,3,Neutral
FB29823,EMP29823,HR,2025-07-17,"The work is okay, typical corporate environment.",3,Neutral
FB29824,EMP29824,Operations,2024-09-21,Management doesn't listen to our concerns.,2,Negative
